publish_date,headline_category,headline_text,Label,Party,sent1,Bias1,sent2,Bias2
20200917,city.vijayawada,Centre gives nod for NIMZ in Prakasam,-1,1,neu,-1,0,-1
20130110,home.education,CAT 2012 results: Two IIT-Bombay graduates are among toppers,0,0,neu,-1,0,-1
20180126,business.india-business,Job alert! Cyber warriors find themselves in big demand amid security breaches,0,0,neu,-1,0,-1
20170329,business.international-business,Morning News Call - India; March 29,0,0,neu,-1,0,-1
20130207,city.nagpur,Rape affects social fabric; encourages criminality: HC,0,0,neu,-1,0,-1
20030412,home.sunday-times.deep-focus,Purchasing Parity Index,0,0,neu,-1,0,-1
20090813,city.mumbai,3 pvt labs ready to test; govt wants to wait,0,0,neu,-1,0,-1
20150902,city.chennai,Girl commits suicide over teasing; kin besiege school,0,0,neg,1,0,-1
20130731,city.madurai,Madurai to get ready for afforestation drive,0,0,neu,-1,0,-1
20131228,india,Under fire; Akhilesh to shift riot victims to govt houses,-1,1,neg,0,0,-1
20181222,tv.news.hindi,Kunal Jaisingh ties the knot with his sweetheart Bharati Kumar,0,0,neu,-1,0,-1
20120722,entertainment.tamil.movies.news,Title hunt for Ajith film,0,0,neu,-1,0,-1
20200819,city.goa,Fear sees local crematoriums refuse to conduct last rites of Covid deceased,0,0,neu,-1,0,-1
20100724,city.pune,About 50;000 litres of milk poured on road,0,0,neu,-1,0,-1
20120801,city.hyderabad,Deccan Chronicle promoters booked on cheating charges,0,0,neg,1,0,-1
20010918,india,Congress out to woo UP electorate,0,0,neu,-1,0,-1
20090108,city.mumbai,Thane-Nerul services to begin this week,0,0,neu,-1,0,-1
20200602,city.agra,Government offices open; social distancing rules violated,0,0,neu,-1,0,-1
20110925,city.chennai,8 held for stealing laptops from Kanchi polytechnic college,-1,1,neu,-1,0,-1
20150403,unknown,This is what a typhoon looks like from space,0,0,neu,-1,0,-1
20130509,city.varanasi,VC to address SC; ST issues,0,0,neu,-1,0,-1
20150121,entertainment.kannada.music,Girish and the Chronicles to perform tonight,0,0,neu,-1,0,-1
20090622,city.allahabad,Intense 'loo' means normal monsoon; say experts,0,0,neu,-1,0,-1
20040513,city.mumbai,State govt is stuck with poorly printed textbooks,0,0,neu,-1,-1,1
20110509,city.patna,Man forgoes Haj pilgrimage to contest polls,0,0,neu,-1,0,-1
20120505,city.gurgaon,Bhajji's laptop thieves caught by state police,0,0,neu,-1,0,-1
20080619,entertainment,Priyanka's really a friend; no more: Harman,0,0,neu,-1,0,-1
20130213,city.guwahati,3 charred; 6 hurt in Arunachal fire,0,0,neg,1,0,-1
20181023,india,Priest who was key witness in nun rape case found dead,-1,1,neg,0,0,-1
20101207,city.pune,Trains fill up as holiday bookings begin,0,0,neu,-1,0,-1
20040322,business.india-business,A-I; Indiatimes launch online auctions,-1,1,neu,-1,0,-1
20171205,city.madurai,Gold worth Rs 11 lakh stolen from houses,0,0,neu,-1,0,-1
20120420,home.campaigns,Sarson saga,-1,1,neu,-1,0,-1
20150402,life-style.fashion.style-guide,Flatter your body type with right outfits,0,0,neu,-1,0,-1
20091117,city.lucknow,Battered SP aims to cajole minorities for its revival,0,0,neu,-1,0,-1
20201015,city.kanpur,Kanpur: Woman assaulted; looted by loader driver,0,0,neu,-1,0,-1
20200807,city.chandigarh,CHB okays PG accommodation policy in independent houses,0,0,neu,-1,0,-1
20111018,city.patna,Contribution of women to chemistry discussed,0,0,neu,-1,0,-1
20170126,city.bengaluru,Ola; Uber told to call truce with drivers in 3 days,0,0,neu,-1,0,-1
20130227,city.goa,12-year-old raped by mom's live-in partner,-1,1,neu,-1,0,-1
20141119,city.chandigarh,Now; Feng Shui paintings catch on in city,0,0,neu,-1,0,-1
20130428,sports.icc-world-cup-2015,Virat Kohli slamming the crowd behaviour is like the pot calling the kettle black,0,0,neu,-1,0,-1
20110517,city.chennai,Top cop wants to fight fear of crime in people's minds,-1,1,neg,0,1,1
20180924,city.hyderabad,Forecast of light rain for few days,-1,1,neu,-1,0,-1
20170315,city.visakhapatnam,TU-142 aircraft to land in city,0,0,neu,-1,0,-1
20180105,city.delhi,Delhi woman drowns on rafting trip in Rishikesh,0,0,neu,-1,0,-1
20111026,city.jaipur,Scintillating lights add glamour to festivities,0,0,pos,0,0,-1
20140912,city.chandigarh,Miscreants damage car in Sector 56,0,0,neu,-1,0,-1
20150927,world.rest-of-world,Bolivia passes law to allow Morales to run for fourth term,0,0,neu,-1,0,-1
20030909,city.patna,Laloo kin sues Kotwali officer,-1,1,neu,-1,0,-1
20021031,city.patna,Work unitedly; BPCC chief tells partymen,0,0,neu,-1,0,-1
20181031,city.kochi,Thampy award for Palakkal Khader,0,0,neu,-1,0,-1
20160103,city.chandigarh,Barala re-elected Haryana BJP chief,0,0,neu,-1,0,-1
20120722,home.sunday-times.deep-focus,When the Congress party collapses; we will be the biggest beneficiary: Arun Jaitley,0,0,neu,-1,0,-1
20110427,sports.icc-world-cup-2015,IPL 4: After Dilshan; Mahela and Sanga to leave early,0,0,neu,-1,0,-1
20160502,city.chennai,Left-VCK tie-up could jell on the battleground,0,0,neu,-1,0,-1
20151017,city.amritsar,Sikh high priests revoke Akal Takht's pardoning to Dera Sacha Sauda head,0,0,neu,-1,0,-1
20181017,city.chennai,Going green; in the name of God: Pandals strive for plastic-free puja,0,0,neu,-1,0,-1
20120328,india,Lawmakers not serious in tackling graft: Team Anna,-1,1,neu,-1,0,-1
20191002,citizen.stories,Encroachment,0,0,neu,-1,0,-1
20140928,asian-games-2014.india-at-incheon,Irfan finishes 5th; Krishnan disqualified in 20km race walk,0,0,neu,-1,0,-1
20171108,city.thane,3 housing societies help give wings to butterflies; in just 5 months 709 winged beauties sighted,0,0,neu,-1,0,-1
20130731,top-headlines,Luxury goods may cost more as Chidambaram looks to hike duties,0,0,neu,-1,1,0
20100805,gadgets-special,Samsung launches 'slimmest' 3D LED TV in India,0,0,neu,-1,0,-1
20151103,city.chennai,Wet spell in city to continue for next three days,0,0,neu,-1,0,-1
20110704,city.patna,Patna airport officials rectify landing gear,-1,1,neu,-1,0,-1
20150212,unknown,Homemade remedies for flawless and glowing skin,0,0,neu,-1,1,0
20201119,city.bhopal,Madhya Pradesh: Jyotiraditya Scindia to attend BJP workshop tomorrow,0,0,neu,-1,0,-1
20160507,entertainment.hindi.bollywood,Sushant Singh Rajput and Kriti Sanon are dating?,0,0,neu,-1,0,-1
20191027,city.chandigarh,Promote kitchen gardens; ministry tells Chandigarh schools,-1,1,neu,-1,0,-1
20201216,city.visakhapatnam,Work begins on Sea Harrier Museum in Visakhapatnam,0,0,neu,-1,0,-1
20120920,city.chennai,US consulate in Chennai cancels visa appointments for tomorrow,0,0,neu,-1,0,-1
20201125,city.chandigarh,Chandigarh: With rise in Covid-19 cases; attendance drops in schools,0,0,neu,-1,0,-1
20090518,city.mangaluru,BCom; BBM most sought after courses,0,0,neu,-1,1,0
20181225,city.nagpur,Advocate Nokesh Bhaskar's live-in partner is Narnaware's distant relative,0,0,neu,-1,0,-1
20131230,city.goa,MoEF order on sand extraction needs clarity for Goa; say activists,0,0,neu,-1,0,-1
20080908,tech,Infy; Wipro; Satyam still hot: S&P,-1,1,neu,-1,0,-1
20170506,entertainment.tamil.movies.news,I don't want to be trolled on social media: Jiiva,-1,1,neu,-1,0,-1
20030310,cricket,Waqar refuses to step down as skipper,-1,1,neu,-1,0,-1
20160915,city.mumbai,3 held for killing man who objected to noise during Ganpati procession,-1,1,neu,-1,0,-1
20120627,city.nagpur,Closure of railway goods shed sparks protest,0,0,neu,-1,0,-1
20121217,city.lucknow,Sub-inspector's body found near Sitapur police station,0,0,neu,-1,0,-1
20200727,city.faridabad,With most Covid deaths in Haryana; Faridabad overtakes Gurugram,-1,1,neu,-1,1,1
20030620,city.delhi,Club flouting norms: Residents,0,0,neu,-1,0,-1
20200916,city.chennai,UK hands over three 15C bronze idols stolen from Tamil Nadu temple 42 years ago,0,0,neu,-1,0,-1
20160324,city.delhi,DJB wants space marked for water; sewer lines,-1,1,neu,-1,0,-1
20131203,city.bengaluru,No speed cap on long-haul buses,-1,1,neu,-1,0,-1
20020129,unknown,Banking on the ATM revolution,-1,1,neu,-1,0,-1
20030502,business.india-business,Industry mindset changing: IFC,0,0,neu,-1,0,-1
20141127,city.thane,5cr worth red sanders seized from APMC,0,0,neu,-1,0,-1
20101209,city.mumbai,Nerul school staff continues agitation over salary issue,0,0,neu,-1,0,-1
20101108,city.kolkata,When traders turn great gamblers,-1,1,pos,1,1,1
20180803,entertainment.hindi.bollywood,Plagiarism accusation against an award function for a tribute to late Sridevi,0,0,neu,-1,0,-1
20040221,city.mumbai,Filmfare Awards: Big B; SRK set for power trip,-1,1,neu,-1,0,-1
20161108,city.pune,Balbharati reduced to printing bureau,0,0,neu,-1,0,-1
20140524,city.delhi,Man duped of lakhs by Nigerians,-1,1,neu,-1,0,-1
20150711,india,Run Maharashtra government like Rajasthan and MP; Sena taunts BJP,0,0,neu,-1,0,-1
20200730,city.thiruvananthapuram,Kerala: Ramesh Chennithala questions CM's consultancy stand,-1,1,neu,-1,0,-1
20060113,lucknow-times,Today's Friday the 13th; scared?,0,0,neu,-1,0,-1
20070721,city.ahmedabad,Groundnut oil Who uses it anyways,0,0,neu,-1,0,-1
20080721,business.india-business,PE cos eye 22% in Global Holding,0,0,neu,-1,0,-1
20090704,city.mumbai,Power tariff: Raj prefers talks to stir,0,0,neu,-1,0,-1
20030409,city.lucknow,'Polio fatigue' among vaccinators in state,0,0,neu,-1,0,-1
20120211,assembly-elections-2012.uttar-pradesh,Delimitation alters equations in Lucknow,0,0,neu,-1,0,-1
20170107,entertainment.hindi.bollywood,This is why Bipasha Basu is hot property on Instagram,-1,1,neu,-1,0,-1
20140527,entertainment.telugu.movies.news,Taapsee does a cameo in Parthepan's film,0,0,neu,-1,0,-1
20200712,home.education,University of Mysore prepares for final semester exams,0,0,neu,-1,0,-1
20120301,city.goa,Section 144 in South Goa from March 1 to March 2,-1,1,neu,-1,0,-1
20100923,unknown,Cops reject hotel option for athletes,0,0,neu,-1,0,-1
20181113,world.us,Gabbard could be first Hindu from top party to run for US president,0,0,neu,-1,1,0
20020125,city.kolkata,Govt blamed for refusing funds to Kolkata Police,-1,1,neu,-1,0,-1
20090405,city.ahmedabad,Privatisation of passport issuance poses security risk,0,0,neu,-1,0,-1
20121125,sports.more-sports.others,IOA elections: RK Shetty's candidature rejected,0,0,neu,-1,0,-1
20180306,home.education,Officials mum on method to score papers lost in fire,0,0,neu,-1,0,-1
20081223,sports.icc-world-cup-2015,Hayden may quit after Sydney Test: Report,0,0,neu,-1,0,-1
20150412,city.noida,Akhilesh gifts Noida 50km cycle tracks,0,0,neu,-1,0,-1
20101203,business.india-business,Rupee 13 paise up against dollar in early trade,0,0,neu,-1,0,-1
20201116,city.chennai,Family loses 20% relief as accident victim was drunk; without helmet,0,0,neg,1,0,-1
20180526,city.ahmedabad,As long as items numbers are tastefully done; it's all good: Zeenat Aman,0,0,neu,-1,0,-1
20010529,edit-page,Welcoming the General,0,0,pos,0,0,-1
20050220,city.kolkata,It's time to bid and win with the Times,-1,1,neu,-1,1,1
20120808,city.coimbatore,Foresters' strike had hidden agenda: Activists,-1,1,neu,-1,0,-1
20130420,city.hyderabad,Woman arrested for plotting to kill husband,0,0,neg,1,0,-1
20130711,city.visakhapatnam,Kovvada nuclear plant to enhance its capacity,0,0,neu,-1,0,-1
20181002,city.madurai,Alagappa University bags fourth position in Swachh campus ranking 2018,0,0,neu,-1,0,-1
20050324,lucknow-times,Straight answers,0,0,pos,0,0,-1
20120607,city.goa,Panchayat stops 'illegal' hill cutting at Bambolim,0,0,neg,1,-1,1
20171223,city.chandigarh,CM Amarinder Singh invites Nitish for Hola Mahalla celebrations,0,0,neu,-1,0,-1
20100408,unknown,Vidya can't get catty,0,0,neu,-1,0,-1
20201209,city.ahmedabad,Ahmedabad: Woman's obscene pictures made viral,0,0,neu,-1,0,-1
20140909,tech.computing,9 awesome features smartphones still don't have,-1,1,neu,-1,1,1
20120427,home.campaigns,From soaps to super oil,0,0,neu,-1,1,0
20180419,city.mumbai,Invoke civic law to remove pet from society,-1,1,neu,-1,0,-1
20160708,city.delhi,Entry of women to Lucknow's Eidgah should be extended beyond Eid: Women's activist,0,0,neu,-1,0,-1
20080927,business.india-business,Rupee sees a free fall,0,0,neu,-1,1,0
20101027,tech.tech-news,How Indian telcom landscape is changing,0,0,neu,-1,0,-1
20071017,entertainment.events.others,A Call of Success,0,0,pos,0,0,-1
20200503,city.nagpur,Show-cause to edu officer for teacher's transfer in violation of poll code,0,0,neu,-1,0,-1
20160329,entertainment.english.music.news,Adele hits back against breastfeeding pressure,0,0,neu,-1,0,-1
20011005,india,BJP goes for generational change,0,0,neu,-1,0,-1
20130319,city.kanpur,Three imposters traced at Ganesh Shanker Vidyarthi Memorial Medical College,0,0,neu,-1,0,-1
20140809,india,Kamla Beniwal faces Rs 1;000 crore land-grab case,0,0,neu,-1,0,-1
20061102,unknown,Dope tribunal acted independently,0,0,neu,-1,0,-1
20111004,nri.community,English tests for foreign doctors in Britain soon: Report,0,0,neu,-1,0,-1
20080529,home.environment.wild-wacky,Man fined Rs 120 for slapping cat,0,0,neu,-1,0,-1
20140730,commonwealth-games-2014.news,Singapore women lead table tennis medal charge,0,0,neu,-1,0,-1
20120518,city.indore,Madhya Pradesh's air cargo business dips in FY 2011-12,0,0,neu,-1,0,-1
20170224,city.nagpur,'Independent' Abha wins; makes statement,-1,1,neu,-1,0,-1
20020705,lucknow-times,VJ hunt ends in high five,0,0,neu,-1,0,-1
20020218,city.kolkata,Growth schemes for Midnapore,0,0,neu,-1,0,-1
20080329,india,US: No curbs on use of Jalashwa,0,0,neu,-1,0,-1
20150208,india,JD(U); allies give letters of support to governor's office backing Nitish as CM,0,0,neu,-1,0,-1
20150930,city.mumbai,Tuesday 2nd hottest Sept day in 10 years,0,0,neu,-1,0,-1
20180107,city.delhi,Rescued from one hell; stuck in another,-1,1,neg,0,0,-1
20191011,city.mangaluru,I-T dept raids properties of Congress leaders Parameshwara; Jalappa,0,0,neu,-1,0,-1
20150514,city.chennai,New rules to soon make bus travel safer,0,0,neu,-1,0,-1
20100321,city.ahmedabad,Politics could stonewall proposed N-Plant in Mithi Virdi,0,0,neu,-1,0,-1
20090908,city.patna,All in the family; not in JD(U),0,0,neu,-1,0,-1
20180124,city.bhopal,Farmers annoyed that Bhavantar has replaced MSP: Digvijaya Singh,0,0,neu,-1,-1,1
20191123,city.jodhpur,Jaipur; Jodhpur; Kota to come under 'babudom' for 5 months,0,0,neu,-1,0,-1
20110610,city.bhubaneswar,One detained in VSS Nagar firing incident,0,0,neg,1,0,-1
20090125,city.ahmedabad,Seven deep stab wounds found on doctor's body,0,0,neu,-1,0,-1
20180707,entertainment.english.hollywood,'Jurassic World: Fallen Kingdom' enters billion-dollar club!,0,0,neu,-1,0,-1
20161027,sports.new-zealand-in-india-2016,New Zealand turn the tide in Ranchi,-1,1,neu,-1,0,-1
20020424,city.bengaluru,Rittal to make cooling units,0,0,neu,-1,0,-1
20120902,city.mumbai,Intellectual property rights for plants; animals by western firms; a cause of concern?,0,0,neu,-1,0,-1
20170614,city.agartala,Tripura hikes salary of government staff by around 20%,-1,1,neu,-1,0,-1
20130426,entertainment.hindi.music.music-reviews,Aashiqui 2: Music Review,0,0,neu,-1,0,-1
20090507,city.kanpur,Diarrhoea cases rise,0,0,neu,-1,0,-1
20200729,city.coimbatore,321 big cats utilizing four tiger reserves in TN,0,0,neu,-1,0,-1
20151110,tech.tech-news,Dynamic pricing is the only constant for e-commerce companies,0,0,neu,-1,0,-1
20010807,city.pune,Suspect in railway robbery identified,0,0,neu,-1,0,-1
20080525,world.pakistan,Gilani rules out confrontation with Musharraf,0,0,neu,-1,0,-1
20091209,city.pune,CBI arrests city education baron,0,0,neu,-1,0,-1
20030823,city.chandigarh,Study finds 60 per cent food items contaminated,0,0,neu,-1,0,-1
20090108,city.patna,Bihar painter raises Rs 4.17cr for flood relief,0,0,neu,-1,0,-1
20190531,city.pune,Promote; don't stop Pune airport service: Experts to PMPML,0,0,neu,-1,0,-1
20140130,city.ahmedabad,TV celebs attend Chandan Rathod's wedding reception in Ahmedabad,0,0,neu,-1,0,-1
20080730,entertainment.events.hyderabad,Starry presence,0,0,neu,-1,0,-1
20121112,india,Pass Lokpal bill by 2014 or I go on fast: Hazare tells govt,-1,1,neu,-1,0,-1
20201208,city.bareilly,Groom on way to Ghaziabad for wedding takes a detour; joins farmers' agitation,0,0,neu,-1,0,-1
20040909,city.patna,Armed PW activists loot several households,-1,1,neu,-1,0,-1
20200222,city.patna,Group attacked lawyer in Patna,0,0,neu,-1,0,-1
20090326,unknown,Barbie doll's Indian face,0,0,neu,-1,0,-1
20130826,city.gurgaon,Water taps run dry in railway station,0,0,neu,-1,0,-1
20180828,city.shillong,BJP-backed parties win Meghalaya bypolls,-1,1,pos,1,1,1
20031109,videos,Chennai journalists on hunger strike,0,0,neg,1,0,-1
20150506,unknown,Bangladesh v Pakistan; 2nd Test: Live blog,0,0,neu,-1,0,-1
20120107,city.delhi,DTC won't allow ticketless travel by cops,-1,1,neu,-1,0,-1
20050218,unknown,Jordan pat Narain,0,0,neu,-1,0,-1
20110608,unknown,Malati Chhibber,-1,1,neu,-1,0,-1
20070211,city.pune,Cong scored well; but failed to win the match!,0,0,pos,0,0,-1
20070816,unknown,Offbeat material churns out trendy handbags,0,0,neu,-1,0,-1
20190305,city.nagpur,'Surmayee Sham' churns out Marathi; Hindi hit numbers,0,0,neu,-1,0,-1
20141115,entertainment.hindi.bollywood,Juhi Chawla's husband's credit card illegally accessed; probe on,0,0,neu,-1,-1,1
20120203,city.vadodara,Swindler held; remanded in police custody,0,0,neu,-1,0,-1
20110727,unknown,Leaked: HTC Android tablet Puccini,0,0,neu,-1,0,-1
20200607,city.nagpur,'Cancer patients can't be denied fertility preservation even during pandemic',0,0,neu,-1,0,-1
20191201,city.jodhpur,MGNREGA: Rejected payment worth Rs 45 crore yet to be paid,0,0,neu,-1,0,-1
20031029,unknown,Dope test an ordeal for winners,0,0,neu,-1,0,-1
20140718,entertainment.hindi.bollywood,Shabana Azmi overwhelmed by the response on her latest website,0,0,neu,-1,1,0
20170804,business.international-business,Cyber expert who stopped 'WannaCry' attack arrested on unrelated hacking charges,0,0,neg,1,0,-1
20111107,unknown,Kamal Hassan's best looks,0,0,pos,0,1,0
20150619,unknown,HEALTH: Is your wardrobe making you ill?,0,0,neu,-1,-1,1
20150904,unknown,In pics: Syria's refugee crisis,-1,1,neg,0,0,-1
20110501,business.india-business,Can KV Kamath repeat ICICI magic?,0,0,neu,-1,1,0
20190727,city.mumbai,Convict flees jail to meet son; held,0,0,neu,-1,0,-1
20140410,india,Saradha conspiracy: SC seeks evidence against dignitaries,0,0,neu,-1,0,-1
20181206,city.jaipur,Rajasthan assembly elections 2018: Vasundhara Raje takes on Congress in campaign rallies,0,0,neu,-1,0,-1
20171001,city.kolkata,Dussehra celebrated in Bengal,-1,1,pos,1,1,1
20200412,city.vijayawada,Deputy CM accuses Tablighi of Covid-19; licking plates; then withdraws statement,0,0,neu,-1,0,-1
20170531,sports.football,Not Mourinho's call on Rashford; says Southgate,0,0,neu,-1,0,-1
20071002,india,SC grants bail to Pereira,0,0,neu,-1,0,-1
20110323,top-headlines,ET: How Buffet; Gates created and distributed wealth,0,0,neu,-1,0,-1
20121231,city.nashik,Lamps to be lit at Ram Kund to welcome 2013,0,0,neu,-1,1,0
20200501,city.coimbatore,Tirupur textile units to hum back to life,0,0,neu,-1,0,-1
20190202,city.kolkata,VVPATs to be used in all booths across nation: Poll panel chief,0,0,neu,-1,0,-1
20110118,city.goa,Water; sewerage projects get nod,0,0,neu,-1,0,-1
20140408,entertainment.english.hollywood,Shailene reminds me a lot of myself: Kate Winslet,0,0,neu,-1,0,-1
20141030,unknown,Delhi's young population most optimistic about buying property!,-1,1,neu,-1,1,1
20110125,city.jaipur,Joshi struck the right chord with Jaipur,0,0,neu,-1,0,-1
20160411,sports.ipl.news,IPL team preview: KXIP look for new direction under David Miller,0,0,neu,-1,0,-1
20120819,sports.badminton,Arijit downs Anmol for MSDB title,0,0,neu,-1,0,-1
20200604,city.kolkata,Kolkata: 20 trees restored at Tolly Club; members use Aila experience,0,0,neu,-1,0,-1
20110129,tech.tech-news,iPad's journey till now,-1,1,neu,-1,0,-1
20021214,india,AIR moves to save India's rotting audio legacy,0,0,neu,-1,0,-1
20040525,india,Bruised brothers sing the blues,0,0,neu,-1,0,-1
20151129,tv.news.hindi,Disha Savla to play double role in 'Neeli Chatri Waale',0,0,neu,-1,0,-1
20090210,city.kolkata,Drunk Chandigarh cops held for misdemeanor,0,0,neu,-1,-1,1
20140602,city.patna,18 new ministers to be inducted today,0,0,neu,-1,0,-1
20110921,city.nagpur,Cong corporator accuses party MLA of corruption,0,0,neu,-1,0,-1
20170530,city.mumbai,Lost in Ponzi scam? Refund unit on cards for investors,0,0,neu,-1,0,-1
20191007,city.lucknow,UP: RSS' Ram juggernaut to cover 40km on Dussehra,0,0,neu,-1,0,-1
20080124,india,CBI to present details of Nanda's Rs 400-cr wealth,0,0,neu,-1,0,-1
20180715,sports.cricket.india-in-england,Trying to pick up as many cues possible while facing Kuldeep: Root,0,0,neu,-1,0,-1
20150925,india,Vyapam scam: CBI seizes Indore crime branch cop's passbook from accused's house,0,0,neu,-1,0,-1
20030519,home.education,To be or not to be,0,0,neu,-1,0,-1
20121127,city.bhubaneswar,Women's soccer coach courts controversy,-1,1,neu,-1,0,-1
20080930,unknown,Merrill Lynch hires 6 bankers from Lehman Brothers,0,0,neu,-1,0,-1
20140801,tech.tech-news,Nagendra Bandaru is Wipro BPO head,0,0,neu,-1,0,-1
20091108,india,Dalai Lama arrives in Tawang,0,0,neu,-1,0,-1
20180919,city.delhi,Safety over privacy: World favours third eye,-1,1,pos,1,0,-1
20100928,gadgets-special,Meet BlackBerry tablet PlayBook,0,0,neu,-1,0,-1
20200310,citizen.stories,Digital Dreams,0,0,pos,0,0,-1
20140705,city.delhi,NRI detained for taking embassy pictures,-1,1,neu,-1,0,-1
20171225,city.bhubaneswar,Intricate Dongria Kondh shawl catches govt attention,0,0,neu,-1,0,-1
20160907,sports.badminton,Pullela Gopichand rues lack of physical literacy,0,0,neu,-1,0,-1
20161013,city.mumbai,Times Lokhandwala Durgotsav 2016 ends on a high note,0,0,neu,-1,0,-1
20200412,city.chennai,Comorbidities pose higher risk than age,-1,1,neu,-1,0,-1
20060119,city.chandigarh,Cops looking for accused maid servant,0,0,neu,-1,0,-1
20110706,home.education,Ahmedabad: 15-40% hike in fee for professional courses,0,0,neu,-1,0,-1
20011206,business.india-business,Lodha new FICCI president,-1,1,neu,-1,0,-1
20180909,city.bengaluru,Fake encounter: KSHRC finds Mangaluru cops guilty; wants CID probe,0,0,neu,-1,0,-1
20060212,city.chandigarh,Going gaga over green is the new mantra,0,0,neu,-1,0,-1
20170330,city.hyderabad,Bumper crop; cyclone in August-October & threat to senior neta,0,0,neu,-1,0,-1
20141010,india,Cyclone Hudhud to make landfall in AP near Vizag on Oct 12,0,0,neu,-1,0,-1
20150123,world.rest-of-world,South Korean president nominates new prime minister,0,0,neu,-1,0,-1
20020227,city.hyderabad,Charminar chief dies; police suspect murder,0,0,neg,1,0,-1
20200318,city.delhi,Coronavirus scare: Shaheen Bagh protesters keep distance; but stay put,0,0,neu,-1,0,-1
20141028,life-style.relationships.work,Freezing eggs for your career is like a devil's bargain!,0,0,neu,-1,0,-1
20020225,city.bengaluru,More funds pour in for beggar boy,-1,1,neu,-1,1,1
20200226,city.dehradun,Uttrakhand: Upset at state govt taking over Char Dham shrines; priests warn pilgrims of '2013-like floods',0,0,neu,-1,0,-1
20190106,city.meerut,Man kills brother; buries body in cowdung mound,0,0,neu,-1,0,-1
20130717,city.aurangabad,70 arrested for Rail Roko attempt,0,0,neu,-1,0,-1
20140508,tv.news.malayalam,Rasna and Muktha next on Onnum Onnum Moonu,0,0,neu,-1,0,-1
20031110,city.ahmedabad,Valuables worth Rs 1.67 lakh looted,0,0,pos,0,0,-1
20060712,world.rest-of-world,Two Koreas meet after missile test,-1,1,neu,-1,0,-1
20130620,city.varanasi,Forest dept to plant 1;20;000 trees this monsoon season,0,0,neu,-1,0,-1
20010915,bombay-times,Zaheer Khan prefers life in the slow lane,0,0,neu,-1,0,-1
20110114,unknown,Jesse Ryder,-1,1,neu,-1,0,-1
20011208,city.hyderabad,Convict dies in Osmania Hospital,0,0,neu,-1,0,-1
20180802,city.bengaluru,Karnataka: Mother of 3-day-old baby awaits arrest for theft,0,0,neu,-1,0,-1
20150601,india,Cash for vote scam: TDP Telangana MLA sent to jail,0,0,neu,-1,0,-1
20150325,entertainment.hindi.bollywood,Sajid Nadiadwala boosts the confidence of Barkhaa's producers,0,0,neu,-1,0,-1
20140803,city.patna,Friendship Day: No comparison between real and virtual friendship,0,0,neu,-1,0,-1
20040501,unknown,Nine-member team for junior golf championship,0,0,neu,-1,0,-1
20140113,entertainment.beauty-pageants.news,Slain beauty queen symbol of Venezuela's crime woes,0,0,neg,1,0,-1
20050815,city.delhi,Gurgaon cops tell their tale,-1,1,neu,-1,0,-1
20191108,city.hyderabad,42 acres of land encroached in Alwal; activists smell nexus,0,0,neu,-1,0,-1
20070823,india,AP mulls house arrest for undertrials,0,0,neu,-1,0,-1
20090831,business.india-business,Chennai joins 1cr mobile users league,-1,1,neu,-1,0,-1
20100922,city.patna,Minor girl raped in Patna,-1,1,neg,0,0,-1
20171122,city.hyderabad,Cosmetic surgeries push risk of neurogenic shock,-1,1,neu,-1,0,-1
20130718,city.mumbai,Govt pacifies opposition with fund promise,0,0,neu,-1,0,-1
20100417,unknown,10 most dangerous passwords,0,0,neg,1,0,-1
20151223,city.nagpur,Cops to submit audio visual proof on lathicharge,0,0,neu,-1,0,-1
20181206,city.amritsar,ASI to maintain Amritsar's Ram Bagh; three elite clubs to be shifted out,0,0,neu,-1,0,-1
20160521,city.surat,Man murdered over parking issue,0,0,neg,1,0,-1
20080828,sports.icc-world-cup-2015,Lehamann to replace Robin Singh; new role for Gilly,0,0,neu,-1,0,-1
20180701,life-style.health-fitness.health-news,Doctor's Day: Why it is celebrated on July 1 in India and other interesting facts,0,0,neu,-1,0,-1
20120323,city.nagpur,Gotmare takes charge as Zilla Parishad chief,0,0,neu,-1,0,-1
20180108,city.mangaluru,Man killed in retaliation for Deepak death buried,-1,1,neg,0,0,-1
20161228,city.kolkata,Maheshwari was driving killer Merc; say cops,-1,1,neu,-1,0,-1
20171020,business.international-business,Microsoft expands rural U.S. campaign with Green Bay Packers tie-up,0,0,neu,-1,0,-1
20120409,city.kochi,Kochi celebrates Easter,-1,1,pos,1,0,-1
20120212,city.nagpur,BJP-Sena alliance favourite in bookie race,0,0,neu,-1,0,-1
20161116,city.kanpur,75-yr-old man suffers fractures in bank queue,0,0,neu,-1,-1,1
20190905,city.chandigarh,Honeypreet withdraws bail plea,-1,1,neu,-1,0,-1
20120728,city.noida,Man shot dead in scuffle over parking,0,0,neu,-1,0,-1
20150418,city.chandigarh,State govt to honour Ramdev in mega function,0,0,neu,-1,0,-1
20120815,city.patna,This Gandhian has no qualms against anyone,-1,1,neu,-1,0,-1
20180408,city.chandigarh,Panchkula no city for senior citizens,0,0,neu,-1,0,-1
20110306,unknown,Heart-break for India as Serbia lead 2-1,0,0,neu,-1,0,-1
20180202,city.pune,Maharashtra woman cop steals Rs 50k from accident victim,-1,1,neg,0,0,-1
20170913,city.chandigarh,No bail for contractor who amassed Rs 100cr,0,0,neu,-1,0,-1
20090611,city.chandigarh,UT's clarion call to NGOs for social change,0,0,neu,-1,0,-1
